Group,Individ_Num,Sex,SL_mm,MEAs_Fam_Num,MEAs_Fam_Size,Collection_Day,Trap_Zone,Guts_Avail?,Dorsal_Color?,DeltaPDB,DeltaAir,MicrogC,MicrogN,Isotope_PC1,Isotope_PC2,Loess_Predicted_SL_mm,Ten_Percent_Loess_Curved_Landscape_Group,Five_Percent_Loess_Curved_Landscape_Group,Fifteen_Percent_Loess_Curved_Landscape_Group,Orig_Square_Landscape_Group,Gut_Large_Collembola,Gut_Small_Collembola,Gut_Chironomid,Gut_Chydorus,Gut_Calanoid,Gut_Cyclopoid,Gut_Snail_Egg,Gut_Ostracod,Gut_Caddisfly,Gut_Surface_Insect,Gut_Mite,Gut_Coleoptera_Larva,Gut_Snail,Gut_Sida,Gut_Amphipod,Dorsal_Long_Gill_Rakers,Ventral_Long_Gill_Rakers,Hypo_Long_Gill_Rakers,Dorsal_Short_Gill_Rakers,Ventral_Short_Gill_Rakers,Joint_Short_Gill_Rakers,Total_Long_Gill_Rakers,Total_Short_Gill_Rakers,Total_All_Gill_Rakers,Num_Lateral_Plates,Pelvic_Girdle_Development,First_Spine_Development,Second_Spine_Development,TPS_Landmark_1x_cm,TPS_Landmark_1y_cm,TPS_Landmark_2x_cm,TPS_Landmark_2y_cm,TPS_Landmark_3x_cm,TPS_Landmark_3y_cm,TPS_Landmark_4x_cm,TPS_Landmark_4y_cm,TPS_Landmark_5x_cm,TPS_Landmark_5y_cm,TPS_Landmark_6x_cm,TPS_Landmark_6y_cm,TPS_Landmark_7x_cm,TPS_Landmark_7y_cm,TPS_Landmark_8x_cm,TPS_Landmark_8y_cm,TPS_Landmark_9x_cm,TPS_Landmark_9y_cm,TPS_Landmark_10x_cm,TPS_Landmark_10y_cm,TPS_Landmark_11x_cm,TPS_Landmark_11y_cm,TPS_Landmark_12x_cm,TPS_Landmark_12y_cm,TPS_Landmark_13x_cm,TPS_Landmark_13y_cm,TPS_Landmark_14x_cm,TPS_Landmark_14y_cm,TPS_Landmark_15x_cm,TPS_Landmark_15y_cm,TPS_Landmark_16x_cm,TPS_Landmark_16y_cm,TPS_Landmark_17x_cm,TPS_Landmark_17y_cm,TPS_Landmark_18x_cm,TPS_Landmark_18y_cm,TPS_Landmark_19x_cm,TPS_Landmark_19y_cm,TPS_Landmark_20x_cm,TPS_Landmark_20y_cm,TPS_Landmark_21x_cm,TPS_Landmark_21y_cm,Std_Length_TPS1_to_TPS14_mm,SL_mm_Scaled_0_to_1,Centroid_Size_cm,Fractional_SL_Growth_mm,Fractional_Centroid_Growth_cm,Resid_SL_mm,Resid_Centroid_cm,Molar_C_to_N_Ratio,Buccal_Length,SI_Outlever,Protrusion,Gape,EpaxW,EpaxH,Opening_Inlever,Buccal_Length.res,SI_Outlever.res,Protrusion.res,Gape.res,EpaxW.res,EpaxH.res,Opening_Inlever.res,Suction_Index,R_B_Change_Littoral_Min_Pelag,G_B_Change_Littoral_Min_Pelag,Dev_R_B_Littoral,Dev_G_B_Littoral,Dev_R_B_Pelagic,Dev_G_B_Pelagic,x1_superimp_F2_only,y1_superimp_F2_only,x3_superimp_F2_only,y3_superimp_F2_only,x4_superimp_F2_only,y4_superimp_F2_only,x5_superimp_F2_only,y5_superimp_F2_only,x6_superimp_F2_only,y6_superimp_F2_only,x7_superimp_F2_only,y7_superimp_F2_only,x8_superimp_F2_only,y8_superimp_F2_only,x9_superimp_F2_only,y9_superimp_F2_only,x10_superimp_F2_only,y10_superimp_F2_only,x11_superimp_F2_only,y11_superimp_F2_only,x12_superimp_F2_only,y12_superimp_F2_only,x13_superimp_F2_only,y13_superimp_F2_only,x14_superimp_F2_only,y14_superimp_F2_only,x15_superimp_F2_only,y15_superimp_F2_only,x16_superimp_F2_only,y16_superimp_F2_only,x17_superimp_F2_only,y17_superimp_F2_only,x18_superimp_F2_only,y18_superimp_F2_only,x19_superimp_F2_only,y19_superimp_F2_only,x20_superimp_F2_only,y20_superimp_F2_only,x1_superimp_REF_only,y1_superimp_REF_only,x3_superimp_REF_only,y3_superimp_REF_only,x4_superimp_REF_only,y4_superimp_REF_only,x5_superimp_REF_only,y5_superimp_REF_only,x6_superimp_REF_only,y6_superimp_REF_only,x7_superimp_REF_only,y7_superimp_REF_only,x8_superimp_REF_only,y8_superimp_REF_only,x9_superimp_REF_only,y9_superimp_REF_only,x10_superimp_REF_only,y10_superimp_REF_only,x11_superimp_REF_only,y11_superimp_REF_only,x12_superimp_REF_only,y12_superimp_REF_only,x13_superimp_REF_only,y13_superimp_REF_only,x14_superimp_REF_only,y14_superimp_REF_only,x15_superimp_REF_only,y15_superimp_REF_only,x16_superimp_REF_only,y16_superimp_REF_only,x17_superimp_REF_only,y17_superimp_REF_only,x18_superimp_REF_only,y18_superimp_REF_only,x19_superimp_REF_only,y19_superimp_REF_only,x20_superimp_REF_only,y20_superimp_REF_only
mapF2,315,Male,NA,25,10,5,3,0,1,-18.36,7.58,542.2,169.4,-0.561039267,1.298119386,38.20316019,O,O,L,D (all others),,,,,,,,,,,,,,,,7,11,3,1,12,3,21,16,37,3,2,2,2,3.33E-01,1.63E+00,NA,NA,1.54E+00,1.41E+00,2.77E+00,1.31E+00,2.86E+00,1.43E+00,3.43E+00,1.34E+00,3.41E+00,1.42E+00,3.12E+00,1.74E+00,3.42E+00,1.82E+00,3.44E+00,1.75E+00,3.55E+00,1.39E+00,4.08E+00,1.44E+00,4.16E+00,1.56E+00,4.35E+00,1.81E+00,4.09E+00,1.90E+00,4.05E+00,1.79E+00,3.62E+00,1.77E+00,3.85E+00,1.59E+00,3.37E+00,2.06E+00,1.80E+00,2.01E+00,NA,NA,40.21,0.5659,4.435961547,0.02029,0.01795,0.8,0.078203579,3.735,13.151,14.148,1.692,4.523,4.452,1.498,0.8,0.018,0.018,0.046,0.022,-0.01,-0.012,-0.033510408,0.007393207,0.69047619,0.315873016,2.506493506,2.234632035,-0.492248062,-0.264857881,-2.75773609,0.026391546,-1.611767567,-0.208324517,-0.43234016,-0.318101192,-0.345984293,-0.204764341,0.196630506,-0.291010677,0.179001151,-0.215135127,-0.097518725,0.090274503,0.188058266,0.16686946,0.207354403,0.100226408,0.312458671,-0.242926204,0.817801393,-0.193481016,0.894324527,-0.078944644,1.074523678,0.159618797,0.826337638,0.245267853,0.788349595,0.137855986,0.378613444,0.12187686,0.596667221,-0.051554544,0.14051197,0.396840891,-1.355285627,0.359019957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,316,Female,NA,1,48,5,3,0,1,-18.32,7.11,480.4,148.5,0.086856056,0.691711796,38.12692035,O,O,O,D (all others),,,,,,,,,,,,,,,,5,11,3,1,12,3,19,16,35,3,0,1,2,2.15E-01,1.63E+00,NA,NA,1.33E+00,1.25E+00,2.44E+00,1.21E+00,2.49E+00,1.33E+00,3.02E+00,1.24E+00,2.98E+00,1.32E+00,2.76E+00,1.59E+00,3.01E+00,1.66E+00,3.03E+00,1.60E+00,3.11E+00,1.32E+00,3.60E+00,1.39E+00,3.66E+00,1.51E+00,3.79E+00,1.71E+00,3.56E+00,1.78E+00,3.55E+00,1.65E+00,3.19E+00,1.67E+00,3.38E+00,1.50E+00,2.96E+00,1.89E+00,1.56E+00,1.80E+00,NA,NA,35.759,0.4055,3.958111259,-0.08257,-0.07629,-3.219,-0.32691875,3.773,10.826,11.747,1.295,3.756,3.894,1.423,0.74,-0.012,-0.008,-0.021,0.013,-0.005,0.022,-0.002647639,0.010204996,0.780952381,0.442857143,2.304761905,2.014285714,-0.396428571,-0.232142857,-2.791629592,0.059650152,-1.57979095,-0.272520845,-0.429429781,-0.301341039,-0.371870968,-0.17087276,0.197582633,-0.29656012,0.151015177,-0.20698177,-0.068274211,0.097081894,0.20756692,0.154304086,0.223958949,0.08810579,0.289552134,-0.219485536,0.819180554,-0.183681322,0.889070263,-0.059697738,1.04792883,0.144360284,0.807105056,0.234812224,0.788956575,0.111529177,0.399724162,0.138527265,0.601154984,-0.046314236,0.166456626,0.397777635,-1.34825736,0.33130686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,317,Male,NA,2,42,5,3,0,1,-20.73,8.77,527.4,164.1,-3.378007461,1.656939416,42.27081041,L,L,L,B (ii),,,,,,,,,,,,,,,,6,14,3,1,14,3,23,18,41,3,2,0,2,1.45E-01,1.71E+00,NA,NA,1.60E+00,1.47E+00,2.90E+00,1.44E+00,2.94E+00,1.55E+00,3.51E+00,1.42E+00,3.49E+00,1.55E+00,3.22E+00,1.86E+00,3.52E+00,1.95E+00,3.55E+00,1.84E+00,3.63E+00,1.50E+00,4.22E+00,1.54E+00,4.28E+00,1.67E+00,4.49E+00,1.95E+00,4.22E+00,2.04E+00,4.18E+00,1.89E+00,3.76E+00,1.90E+00,3.98E+00,1.71E+00,3.49E+00,2.23E+00,1.83E+00,2.18E+00,NA,NA,43.516,0.685,4.719260368,0.01651,0.00326,0.707,0.01532888,3.748,13.514,14.518,1.551,4.782,5.015,1.631,0.84,-0.007,-0.007,-0.025,-0.001,0,-0.013,-0.055911921,0.008866382,1.540935673,0.707602339,1.777382646,1.966571835,-0.533333333,-0.233333333,-2.839771164,0.035741308,-1.549778468,-0.240485733,-0.366800505,-0.297018506,-0.330855307,-0.200224762,0.176774079,-0.312671182,0.162804048,-0.197583773,-0.081630297,0.077583198,0.184769712,0.161663969,0.212369514,0.063521493,0.287935484,-0.238836774,0.815135527,-0.194188541,0.868471646,-0.076603496,1.051793788,0.175858627,0.808723741,0.253683947,0.773847909,0.112065047,0.39955791,0.125671462,0.594304423,-0.047083944,0.156703686,0.414613535,-1.324355728,0.384294125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,318,Male,NA,16,15,5,3,0,1,-20.8,7.63,440.1,135.9,-1.893133355,0.099461777,38.6464506,L,O,L,B (ii),,,,,,,,,,,,,,,,6,11,2,1,12,3,19,16,35,3,2,2,2,1.44E-01,1.72E+00,NA,NA,1.37E+00,1.36E+00,2.64E+00,1.36E+00,2.70E+00,1.48E+00,3.26E+00,1.42E+00,3.19E+00,1.55E+00,2.93E+00,1.81E+00,3.23E+00,1.95E+00,3.25E+00,1.86E+00,3.33E+00,1.53E+00,3.89E+00,1.53E+00,3.96E+00,1.68E+00,4.15E+00,1.94E+00,3.88E+00,2.03E+00,3.85E+00,1.92E+00,3.44E+00,1.92E+00,3.64E+00,1.72E+00,3.18E+00,2.19E+00,1.63E+00,2.07E+00,NA,NA,40.12,0.5627,4.420374407,0.00557,0.00833,0.222,0.036527254,3.777,12.691,14.128,1.621,4.846,4.699,1.909,0.84,0.003,0.019,0.028,0.054,0.015,0.094,-0.011084901,0.011926079,1.337662338,0.710822511,1.642857143,1.633333333,-0.418181818,-0.242424242,-2.768569146,0.062025995,-1.601230126,-0.301332822,-0.395994038,-0.338725484,-0.333561288,-0.225233992,0.201315454,-0.309061572,0.137593308,-0.181165397,-0.09840793,0.080482032,0.195828377,0.199684791,0.210570505,0.112335251,0.270737025,-0.208364463,0.808046146,-0.237600286,0.881572761,-0.097551403,1.077556282,0.142207634,0.823559708,0.241547893,0.789276255,0.141739351,0.395620833,0.156661199,0.580013714,-0.042066635,0.159207552,0.430283755,-1.333135393,0.374134152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,319,Male,NA,15,15,5,3,0,1,-18.39,6.67,469.7,145.3,0.637674801,0.068289518,37.65691002,O,O,O,D (all others),,,,,,,,,,,,,,,,4,12,2,1,10,3,18,14,32,3,2,0,2,1.32E-01,2.09E+00,NA,NA,1.36E+00,1.71E+00,2.56E+00,1.61E+00,2.63E+00,1.76E+00,3.19E+00,1.56E+00,3.20E+00,1.72E+00,2.92E+00,2.05E+00,3.24E+00,2.12E+00,3.26E+00,2.05E+00,3.32E+00,1.68E+00,3.90E+00,1.63E+00,3.97E+00,1.76E+00,4.19E+00,1.96E+00,3.97E+00,2.09E+00,3.88E+00,2.04E+00,3.47E+00,2.03E+00,3.70E+00,1.85E+00,3.23E+00,2.35E+00,1.65E+00,2.33E+00,NA,NA,40.601,0.58,4.473558998,0.00633,0.00189,0.256,0.008449258,3.772,13.179,14.206,1.541,4.34,4.5,1.539,0.84,0.014,0.015,0.001,-0.001,-0.01,-0.005,-0.017659818,0.008155317,1.684210526,0.91720154,1.585365854,1.658536585,-0.604251012,-0.32388664,-2.753577616,0.07487371,-1.590184441,-0.279460326,-0.429359729,-0.33323013,-0.372072294,-0.189871289,0.164177022,-0.337603109,0.168920374,-0.188179212,-0.119332486,0.102257582,0.174855547,0.192817055,0.199761734,0.128764706,0.284484466,-0.213414089,0.831789856,-0.212248916,0.88901399,-0.083834955,1.076424938,0.120760756,0.859713243,0.225039451,0.780763261,0.163835581,0.396707749,0.133897268,0.622451873,-0.024626637,0.148410344,0.411506071,-1.332947831,0.308716483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,320,Male,NA,1,48,5,3,0,1,-20.12,6.52,539.1,167.3,-0.059342699,-1.029037423,37.04345572,O,O,O,D (all others),,,,,,,,,,,,,,,,6,12,2,1,11,4,20,16,36,3,2,2,2,2.67E-01,1.73E+00,NA,NA,1.64E+00,1.51E+00,2.91E+00,1.43E+00,2.99E+00,1.60E+00,3.63E+00,1.44E+00,3.58E+00,1.58E+00,3.30E+00,1.90E+00,3.61E+00,1.99E+00,3.63E+00,1.91E+00,3.71E+00,1.54E+00,4.30E+00,1.51E+00,4.39E+00,1.66E+00,4.60E+00,1.91E+00,4.33E+00,2.03E+00,4.28E+00,1.94E+00,3.85E+00,1.94E+00,4.08E+00,1.75E+00,3.60E+00,2.25E+00,1.92E+00,2.25E+00,NA,NA,43.367,0.6797,4.749099095,0.11261,0.1083,4.389,0.464069086,3.759,13.336,14.788,1.526,4.733,4.743,1.189,0.88,-0.011,0.002,-0.031,-0.004,-0.023,-0.149,-0.033816285,0.004360913,1.032142857,0.520238095,2.054621849,2.051820728,-0.605,-0.295,-2.788022796,0.03498595,-1.588537117,-0.248197878,-0.42202594,-0.347742452,-0.353101354,-0.199082737,0.21313185,-0.319966393,0.17342953,-0.198630337,-0.088008098,0.074435502,0.18080816,0.168472159,0.20268491,0.098929426,0.289631935,-0.223761593,0.810464865,-0.218944617,0.886665393,-0.081911086,1.057081348,0.148555241,0.812542859,0.243301587,0.773648274,0.147993509,0.394963912,0.147298515,0.599328992,-0.021515159,0.162889364,0.403086266,-1.317576087,0.392694096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,321,Female,NA,NA,3,5,3,0,1,-20.79,7.28,575.9,181,-1.420919709,-0.362379936,37.85133107,O,O,O,B (ii),,,,,,,,,,,,,,,,5,13,2,1,11,3,20,15,35,1,2,0,2,3.52E-01,1.50E+00,NA,NA,1.52E+00,1.25E+00,2.71E+00,1.24E+00,2.74E+00,1.37E+00,3.32E+00,1.25E+00,3.28E+00,1.41E+00,3.02E+00,1.70E+00,3.31E+00,1.79E+00,3.33E+00,1.73E+00,3.42E+00,1.39E+00,3.93E+00,1.38E+00,3.99E+00,1.52E+00,4.17E+00,1.70E+00,3.97E+00,1.80E+00,3.90E+00,1.76E+00,3.52E+00,1.75E+00,3.72E+00,1.59E+00,3.29E+00,1.98E+00,1.76E+00,1.90E+00,NA,NA,38.232,0.4946,4.240881686,NA,NA,NA,NA,3.713,11.306,12.818,1.371,4.075,4.306,1.461,0.82,-0.025,-0.001,-0.025,0.008,0.003,0.001,0.005042374,0.009281121,1.018918919,0.592792793,2.607396871,2.145803698,-0.189473684,-0.077192982,-2.759332755,0.059057013,-1.616671223,-0.27959072,-0.409497151,-0.345044429,-0.376754018,-0.217973398,0.195472941,-0.343810178,0.163687103,-0.184934764,-0.093208768,0.105690998,0.194619601,0.19413704,0.215012289,0.134664488,0.302904955,-0.203286032,0.808392348,-0.211293394,0.870454195,-0.071603047,1.045969816,0.106602118,0.847416164,0.205643776,0.779670238,0.159165111,0.402952548,0.161162183,0.596888147,-0.004646731,0.175513225,0.38603555,-1.343489655,0.350024419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,322,Female,NA,11,19,5,3,0,1,-18.55,7.19,522.3,162.3,-0.13917036,0.679183748,37.89866605,O,O,O,D (all others),,,,,,,,,,,,,,,,7,11,3,1,11,2,21,14,35,2,2,0,2,1.94E-01,1.47E+00,NA,NA,1.42E+00,1.19E+00,2.76E+00,1.12E+00,2.80E+00,1.25E+00,3.32E+00,1.12E+00,3.37E+00,1.24E+00,3.12E+00,1.55E+00,3.41E+00,1.64E+00,3.44E+00,1.54E+00,3.49E+00,1.20E+00,4.06E+00,1.17E+00,4.13E+00,1.32E+00,4.32E+00,1.49E+00,4.10E+00,1.62E+00,4.05E+00,1.58E+00,3.63E+00,1.58E+00,3.86E+00,1.40E+00,3.38E+00,1.86E+00,1.75E+00,1.81E+00,NA,NA,41.26,0.6037,4.569058224,-0.02678,-0.02017,-1.135,-0.094078739,3.755,12.781,13.951,1.585,4.73,4.827,1.856,0.96,-0.007,0,0.006,0.026,0.012,0.069,0.031449442,0.012126501,0.918918919,0.459459459,2.566722973,2.286317568,-0.345396244,-0.125515346,-2.771994485,0.049569306,-1.649271437,-0.252753385,-0.382084779,-0.316930351,-0.348809155,-0.197865058,0.131998566,-0.294477712,0.17988171,-0.18511548,-0.065074952,0.0894293,0.196818972,0.187250709,0.229046116,0.096330449,0.291914397,-0.212756454,0.816829939,-0.209036206,0.876460957,-0.066569254,1.037733397,0.099390531,0.829118763,0.207583556,0.787543106,0.158944879,0.40172855,0.151865923,0.617173639,-0.010907283,0.159096978,0.392675472,-1.338110283,0.313371056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,323,Male,NA,9,21,5,3,0,1,-16.96,7.25,535.7,166.1,0.60533644,1.583814325,38.52440509,O,O,O,D (all others),,,,,,,,,,,,,,,,6,12,2,1,12,3,20,16,36,3,2,2,2,3.92E-01,1.57E+00,NA,NA,1.60E+00,1.29E+00,2.73E+00,1.24E+00,2.77E+00,1.37E+00,3.24E+00,1.24E+00,3.35E+00,1.37E+00,3.11E+00,1.68E+00,3.40E+00,1.75E+00,3.42E+00,1.67E+00,3.49E+00,1.33E+00,4.02E+00,1.33E+00,4.10E+00,1.47E+00,4.28E+00,1.68E+00,4.04E+00,1.80E+00,4.00E+00,1.72E+00,3.60E+00,1.71E+00,3.81E+00,1.52E+00,3.35E+00,1.99E+00,1.84E+00,1.91E+00,NA,NA,38.896,0.5186,4.290228506,-0.08771,-0.08143,-3.739,-0.380326873,3.763,12.638,13.868,1.527,4.27,4.514,1.345,0.88,0.016,0.025,0.015,0.017,0.014,-0.043,0.026211856,0.006681735,1.252252252,0.669438669,2.099099099,1.871101871,-0.331081081,-0.124517375,-2.753642111,0.058483052,-1.576488106,-0.269730821,-0.440935625,-0.335797334,-0.402943425,-0.209215038,0.058266716,-0.324247842,0.169667746,-0.198225628,-0.074246358,0.100266457,0.207339538,0.17764342,0.229501842,0.099777139,0.307983294,-0.231384967,0.827867742,-0.212386902,0.904367791,-0.072255626,1.071851832,0.139540847,0.832744489,0.250564712,0.796694924,0.162582003,0.404809373,0.152253288,0.61161198,-0.034839403,0.152587562,0.416178271,-1.327039203,0.330794372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,324,Female,NA,NA,4,5,3,0,1,-17.91,7.31,491.1,152.5,0.032607726,1.171209386,38.45656825,O,O,O,D (all others),,,,,,,,,,,,,,,,6,12,3,1,12,3,21,16,37,3,2,1,2,3.42E-01,1.66E+00,NA,NA,1.47E+00,1.34E+00,2.69E+00,1.29E+00,2.75E+00,1.41E+00,3.27E+00,1.31E+00,3.28E+00,1.41E+00,3.02E+00,1.65E+00,3.26E+00,1.75E+00,3.29E+00,1.68E+00,3.38E+00,1.40E+00,3.84E+00,1.45E+00,3.91E+00,1.58E+00,4.04E+00,1.76E+00,3.84E+00,1.83E+00,3.81E+00,1.75E+00,3.46E+00,1.73E+00,3.64E+00,1.57E+00,3.23E+00,1.97E+00,1.70E+00,1.94E+00,NA,NA,36.994,0.45,4.130815085,NA,NA,NA,NA,3.757,11.162,11.913,1.558,3.796,4.314,1.636,0.76,-0.015,-0.018,0.045,-0.003,0.021,0.066,-0.009797776,0.014345522,1.305458769,0.737514518,1.670150987,1.652729384,-0.448509485,-0.191056911,-2.791109592,0.036122725,-1.624265304,-0.250956143,-0.39601878,-0.297704001,-0.331843607,-0.173704268,0.202222362,-0.294695074,0.210606774,-0.190230236,-0.045999097,0.065611396,0.205357,0.1571693,0.23291463,0.084109671,0.312698092,-0.207874257,0.78732712,-0.18054371,0.862803852,-0.050140329,1.007983358,0.128198099,0.806247203,0.209384992,0.77126832,0.136874595,0.409828589,0.120481535,0.592905919,-0.045624518,0.18235821,0.381062543,-1.39528505,0.37245768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,325,Male,NA,4,30,5,1,0,0,-18.58,7.35,467.7,144.7,-0.368226628,0.877124217,37.93411063,O,O,O,D (all others),,,,,,,,,,,,,,,,7,12,3,1,14,2,22,17,39,3,2,2,2,7.46E-01,1.48E+00,NA,NA,1.75E+00,1.19E+00,2.71E+00,1.18E+00,2.78E+00,1.28E+00,3.15E+00,1.19E+00,3.18E+00,1.28E+00,2.99E+00,1.49E+00,3.20E+00,1.56E+00,3.22E+00,1.50E+00,3.28E+00,1.25E+00,3.69E+00,1.26E+00,3.75E+00,1.35E+00,3.89E+00,1.51E+00,3.72E+00,1.59E+00,3.68E+00,1.52E+00,3.35E+00,1.52E+00,3.52E+00,1.36E+00,3.17E+00,1.75E+00,1.96E+00,1.68E+00,NA,NA,31.441,0.2499,3.437618576,-0.14628,-0.15161,-5.387,-0.61432974,3.771,9.379,10.313,1.048,3.007,3.421,1.547,0.64,-0.015,-0.005,-0.059,-0.006,0.007,0.12,0.005297409,0.017207421,NA,NA,2.26458037,1.876244666,NA,NA,-2.823202731,0.071399242,-1.588223361,-0.291102219,-0.400755059,-0.300406182,-0.315661274,-0.177155971,0.140066901,-0.281961873,0.177050323,-0.171433712,-0.060283055,0.083953708,0.196702789,0.173790069,0.222383106,0.100308316,0.300476267,-0.206071282,0.804589473,-0.185995661,0.877202883,-0.074211162,1.045923544,0.125020616,0.835385185,0.220447069,0.787488898,0.131705915,0.381766556,0.129130591,0.592224441,-0.066556562,0.156997066,0.407987261,-1.330131951,0.311151836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mapF2,326,Female,NA,23,11,5,1,0,1,-18.39,6.8,486.5,150.7,0.464207377,0.241756942,37.73340717,O,O,O,D (all others),,,,,,,,,,,,,,,,7,13,2,1,12,3,22,16,38,3,2,2,2,6.84E-01,1.68E+00,NA,NA,1.73E+00,1.45E+00,2.79E+00,1.39E+00,2.84E+00,1.47E+00,3.25E+00,1.38E+00,3.26E+00,1.48E+00,3.08E+00,1.73E+00,3.30E+00,1.77E+00,3.33E+00,1.69E+00,3.38E+00,1.44E+00,3.80E+00,1.43E+00,3.87E+00,1.54E+00,4.00E+00,1.69E+00,3.83E+00,1.78E+00,3.81E+00,1.73E+00,3.48E+00,1.73E+00,3.64E+00,1.57E+00,3.27E+00,1.96E+00,1.96E+00,2.00E+00,NA,NA,33.16,0.3119,3.660474861,-0.03367,-0.03386,-1.155,-0.128285624,3.766,9.662,10.787,1.151,3.096,3.727,1.402,0.72,-0.027,-0.01,-0.041,-0.026,0.016,0.052,0.027082514,0.013706024,0.961052632,0.6,1.143673469,1.134693878,-0.440649496,-0.191489362,-2.815930901,0.035121981,-1.61461818,-0.251897003,-0.365696827,-0.30530698,-0.311995116,-0.212995275,0.162290084,-0.290314764,0.17369015,-0.176610689,-0.049772005,0.099038224,0.198573721,0.16094352,0.23830293,0.070494902,0.313882679,-0.212490046,0.796626602,-0.190929212,0.871535103,-0.059449815,1.006527345,0.122920244,0.804695782,0.213877163,0.786732289,0.145979901,0.408088675,0.135047921,0.597735262,-0.044474091,0.152210509,0.38147184,-1.352878102,0.379572179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
